Data Through Date,Project ID,Interconnection Date,Utility,City/Town,County,ZIP Code,Division,Substation,Circuit ID,Storage Type,Developer,Metering Method,Energy Storage System Size (kWac),Georeference
12/31/2023,PAM-2023-373051,12/07/2023,PSEGLI,CNTRL ISLIP,Suffolk,11722,,,7DM793,Battery,"Sunrun, Inc.",NM,5,POINT (-73.21059 40.78255)
12/31/2023,PAM-2022-207412,01/24/2023,PSEGLI,MASS PK,Nassau,11762,,,5G112,Battery,"Tesla, Inc.",NM,5,POINT (-73.454175 40.678265)
12/31/2023,PAM-2020-86047,03/10/2021,PSEGLI,Levittown,Nassau,11756,,,5M102,Battery,Sunrun_ Inc.,NM,5,POINT (-73.51867 40.72191)
12/31/2023,PAM-2023-305095,05/25/2023,PSEGLI,WESTBURY,Nassau,11590,,,4UH328,Battery,Long Island Power Solutions,NM,3.84,POINT (-73.585285 40.76066)
12/31/2023,PAM-2022-293654,04/11/2023,PSEGLI,MONTAUK,Suffolk,11954,,,9NR4L7,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-71.946795 41.03525)
12/31/2023,PAM-2020-82063,03/23/2021,PSEGLI,Centereach,Suffolk,11720,,,8E825,Battery,TESLA,NM,10,POINT (-73.089045 40.858275)
12/31/2023,PAM-2018-55967,02/12/2019,PSEGLI,Great Neck,Nassau,11023,,,3A353,Battery,Solar City,NM,5,POINT (-73.730755 40.8004)
12/31/2023,PAM-2022-191850,09/23/2022,PSEGLI,SMITHTOWN,Suffolk,11787,,,6D637,Battery,"Tesla, Inc.",NM,5,POINT (-73.199 40.854405)
12/31/2023,DGINT-11734,07/15/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-3-13,Battery,Sunrun Inc,NM,7.6,POINT (-74.358345 41.25477)
12/31/2023,CH-16102,08/16/2023,Central Hudson,Woodstock,Ulster,12498,Kingston,Woodstock,3014,Battery,AEC Solar Energy Corp.,NM,6.4,POINT (-74.114926 42.039343)
12/31/2023,CH-12173,03/16/2020,Central Hudson,Salisbury Mls,Orange,12577,Newburgh,Bethlehem Rd,4097,Battery,Tesla Energy Operations,NM,10,POINT (-74.113976 41.4323308)
12/31/2023,PAM-2022-228283,09/26/2022,PSEGLI,MELVILLE,Suffolk,11747,,,6W801,Battery,NY State Solar LLC,NM,6.8,POINT (-73.40535 40.806545)
12/31/2023,CH-14156,12/08/2021,Central Hudson,W Camp,Ulster,12490,Kingston,Saugerties,3004,Battery,"SolarCity dba Tesla Energy Operations, Inc.",NM,10,POINT (-73.92930967 42.130075)
12/31/2023,PAM-2021-86360,10/11/2021,PSEGLI,Southampton,Suffolk,11968,,,9B915,Battery,Sunrun_ Inc.,NM,5,POINT (-72.39259 40.889825)
12/31/2023,PAM-2022-171436,02/09/2022,PSEGLI,WESTBURY,Nassau,11590,,,5M107,Battery,"Tesla, Inc.",NM,5,POINT (-73.585285 40.76066)
12/31/2023,PAM-2020-85776,02/11/2021,PSEGLI,Syosset,Nassau,11791,,,5B375,Battery,TESLA,NM,5,POINT (-73.499645 40.823605)
12/31/2023,PAM-2021-144191,04/28/2022,PSEGLI,E HAMPTON,Suffolk,11937,,,9E985,Battery,"Tesla, Inc.",NM,10,POINT (-72.1866703 40.9679047)
12/31/2023,SDG-49737,07/06/2023,Con Ed,New Rochelle,Westchester,10801,CENY-W,Washington_St,86U4,Battery,Sunrun Inc,NM,6,POINT (-73.789355 40.912525)
12/31/2023,CH-12877,01/25/2021,Central Hudson,Millbrook,Dutchess,12545,Poughkeepsie,Tinkertown,7025,Battery,"Sunrun Installation Service, Inc.",NM,5,POINT (-73.69112 41.787685)
12/31/2023,PAM-2018-60784,02/12/2019,PSEGLI,WADING RIV,Suffolk,11792,,,8DR641,Battery,Sunrun_ Inc.,NM,5,POINT (-72.81421 40.96054)
12/31/2023,LEG-07315,07/07/2015,Con Ed,NEW YORK,New York,10016,CENY-M,E_36_St,KB NWK,Battery,Demand Energy,,100,POINT (-73.978535 40.74591)
12/31/2023,PAM-2022-269778,01/18/2023,PSEGLI,MELVILLE,Suffolk,11747,,,6K448,Battery,"Tesla, Inc.",NM,5,POINT (-73.40535 40.806545)
12/31/2023,SDG-34314,02/15/2022,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar_Street,30U1,Battery,Sunrun Inc,NM,6,POINT (-73.75585 40.929825)
12/31/2023,286283,08/25/2020,National Grid,GERMANTOWN,Columbia,12526,033 - Hudson,BLUE STORES 303,36_33_30351,Battery,Suncommon Rhinebeck (SunCommon),NM,5,POINT (-73.88897 42.1333701)
12/31/2023,PAM-2022-245597,11/23/2022,PSEGLI,RONKONKOMA,Suffolk,11779,,,8A713,Battery,"Tesla, Inc.",NM,5,POINT (-73.118045 40.813995)
12/31/2023,PAM-2021-126185,02/03/2022,PSEGLI,RIVERHEAD,Suffolk,11901,,,9A759,Battery,"Sunrun, Inc.",NM,5,POINT (-72.66377 40.919965)
12/31/2023,PAM-2019-75412,06/17/2020,PSEGLI,E SETAUKET,Suffolk,11733,,,8F708,Battery,Long Island Power Solutions,NM,5,POINT (-73.101375 40.94067)
12/31/2023,PAM-2022-232868,09/28/2022,PSEGLI,HICKSVILLE,Nassau,11801,,,5X273,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.52431 40.76632)
12/31/2023,SDG-26894,12/24/2020,Con Ed,PLEASANTVILLE,Westchester,10570,CENY-W,Grasslands,19W28,Battery,Sunrun Inc,NM,4.6,POINT (-73.787625 41.133515)
12/31/2023,PAM-2022-202389,12/01/2022,PSEGLI,E NORTHPORT,Suffolk,11731,,,6RL765,Battery,"EmPower CES, LLC",NM,10,POINT (-73.325935 40.879025)
12/31/2023,PAM-2021-95090,08/11/2021,PSEGLI,SETAUKET,Suffolk,11733,,,8w659,Battery,Long Island Power Solutions,NM,10.08,POINT (-73.101375 40.94067)
12/31/2023,SDG-28553,02/22/2021,Con Ed,Ardsley,Westchester,10502,CENY-W,Elmsford_No.2,12W95,Battery,SolarCity,NM,15,POINT (-73.8402793 41.0110657)
12/31/2023,PAM-2023-335564,06/30/2023,PSEGLI,Calverton,Suffolk,11933,,,8ED3H7,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-72.7563979 40.9630311)
12/31/2023,PAM-2020-81840,02/18/2021,PSEGLI,East Meadow,Nassau,11554,,,5M105,Battery,TESLA,NM,20,POINT (-73.54813 40.72094)
12/31/2023,PAM-2022-259095,01/17/2023,PSEGLI,ROSLYN HGTS,Nassau,11577,,,4B118,Battery,"Tesla, Inc.",NM,10,POINT (-73.65014 40.785375)
12/31/2023,PAM-2022-290943,06/06/2023,PSEGLI,E NORTHPORT,Suffolk,11731,,,6J1P3,Battery,"Tesla, Inc.",NM,5,POINT (-73.325935 40.879025)
12/31/2023,14484,04/05/2019,NYSEG,PUTNAM VALLEY,Putnam,10579,Brewster,NYS-ADAMS CORNERS 412,1105115,Battery,Solar City Corp DBA Tesla,NM,15,POINT (-73.8588893 41.3789333)
12/31/2023,DGINT-10106,12/31/2020,O&R,NEW CITY,Rockland,10956,East,Congers,22-1-13,Battery,SolarCity,NM,10,POINT (-73.989275 41.142165)
12/31/2023,PAM-2022-287239,12/13/2023,PSEGLI,BRIDGEHMPTN,Suffolk,11932,,,9R627,Battery,GreenLogic LLC,NM,10,POINT (-72.306445 40.9354)
12/31/2023,PAM-2022-183791,12/15/2022,PSEGLI,HEWLETT,Nassau,11557,,,2QB546,Battery,"Tesla, Inc.",NM,10,POINT (-73.70082 40.64047)
12/31/2023,PAM-2019-77183,01/10/2020,PSEGLI,NEW HYDE PK,Nassau,11040,,,3AG066,Battery,Sunation Solar Systems,NM,5,POINT (-73.665365 40.74155)
12/31/2023,PAM-2020-83479,05/11/2021,PSEGLI,Mastic,Suffolk,11950,,,8RX746,Battery,Sunrun_ Inc.,NM,5,POINT (-72.844325 40.803795)
12/31/2023,PAM-2022-220308,02/13/2023,PSEGLI,SAGAPONACK,Suffolk,11962,,,9EU6H6,Battery,GreenLogic LLC,NM,10,POINT (-72.257925 40.931455)
12/31/2023,PAM-2020-84850,03/11/2021,PSEGLI,Elmont,Nassau,11003,,,2AB525,Battery,TESLA,NM,15,POINT (-73.692545 40.70464)
12/31/2023,16909,03/17/2021,NYSEG,Earlville,Madison,13332,Oneonta,NYS-EARLVILLE 227,2304727,Battery,ETM Solar Works,NM,5.8,POINT (-75.5965947 42.7696496)
12/31/2023,PAM-2020-84466,04/13/2021,PSEGLI,Lake Success,Nassau,11020,,,3AG065,Battery,TESLA,NM,10,POINT (-73.708035053 40.759421728)
12/31/2023,DGINT-06646,12/20/2017,O&R,SLOATSBURG,Rockland,10974,East,Sloatsburg,42-3-13,Battery,SolarCity,NM,10,POINT (-74.1853958 41.1661864)
12/31/2023,LDG-00954,04/15/2020,Con Ed,Yorktown Heights,Westchester,10598,CENY-W,Buchanan,13W90,Battery,IPPsolar,CDG,500,POINT (-73.780545 41.271985)
12/31/2023,PAM-2021-170390,05/16/2022,PSEGLI,WOODBURY,Nassau,11797,,,5K011,Battery,"EmPower CES, LLC",NM,10,POINT (-73.4773472 40.8076119)
12/31/2023,PAM-2017-48953,04/09/2018,PSEGLI,Islip,Suffolk,11751,,,7MM847,Battery,Solar City DBA Tesla,NM,10,POINT (-73.2099 40.73641)
12/31/2023,SDG-16453,11/26/2019,Con Ed,Armonk,Westchester,10504,CENY-W,Millwood_West,7W11,Battery,SolarCity,,5,POINT (-73.7135767 41.1234096)
12/31/2023,DGINT-11190,05/11/2022,O&R,Chester,Orange,10918,Central,Chester,63-1-13,Battery,SolarCity,NM,15.2,POINT (-74.27481 41.357035)
12/31/2023,429587,09/21/2022,National Grid,GERMANTOWN,Columbia,12526,033-Hudson,BLUE STORES 303,36_33_30352,Battery,ROBERT BAERGA (Hudson River Renewables LLC),NM,18,POINT (-73.88897 42.1333701)
12/31/2023,PAM-2021-112280,11/04/2021,PSEGLI,SAYVILLE,Suffolk,11782,,,7R616,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.084305 40.740795)
12/31/2023,PAM-2021-87371,08/23/2021,PSEGLI,Plainview,Nassau,11803,,,5SK347,Battery,Sunation,NM,10,POINT (-73.471725 40.77726)
12/31/2023,SDG-31895,03/03/2022,Con Ed,Tuckahoe,Westchester,10707,CENY-W,Rockview,TUCKHO1,Battery,Croton Energy Group,NM,7.6,POINT (-73.8242715 40.954511)
12/31/2023,PAM-2022-198867,02/13/2023,PSEGLI,GREENLAWN,Suffolk,11740,,,6UL856,Battery,Long Island Power Solutions,NM,3.84,POINT (-73.36334 40.865165)
12/31/2023,560588,12/26/2023,National Grid,HEUVELTON,St Lawrence,13654,028-Ogdensburg,MCADOO 914,36_28_91451,Battery,Frederick Proven (Proven Energy Systems),NM,15,POINT (-75.4291404 44.5304896)
12/31/2023,DGINT-12002,11/02/2022,O&R,NEW CITY,Rockland,10956,East,Congers,22-4-13,Battery,Infinity Solar,NM,15,POINT (-73.989275 41.142165)
12/31/2023,PAM-2021-112297,06/16/2021,PSEGLI,WYANDANCH,Suffolk,11798,,,6BR2N3,Battery,"Sunrun, Inc.",NM,5,POINT (-73.364285 40.75252)
12/31/2023,PAM-2022-181556,03/16/2023,PSEGLI,SYOSSET,Nassau,11791,,,5B372,Battery,"Tesla, Inc.",NM,10,POINT (-73.499645 40.823605)
12/31/2023,DGINT-12535,11/18/2022,O&R,VALLEY COTTAGE,Rockland,10989,East,Congers,22-5-13,Battery,SolarCity,NM,12.6,POINT (-73.9454938 41.1185328)
12/31/2023,PAM-2020-79816,12/29/2020,PSEGLI,Uniondale,Nassau,11553,,,5RK261,Battery,TESLA,NM,5,POINT (-73.593855 40.70544)
12/31/2023,CH-15794,01/27/2023,Central Hudson,New Paltz,Ulster,12561,Newburgh,Ohioville,5023,Battery,"Tesla Energy Operations, Inc",NM,7.6,POINT (-74.08094 41.748125)
12/31/2023,PAM-2022-180788,02/22/2023,PSEGLI,BELLPORT,Suffolk,11713,,,8HX4P5,Battery,Venture Solar,NM,5.12,POINT (-72.947475 40.77691)
12/31/2023,PAM-2023-365718,10/06/2023,PSEGLI,BAY SHORE,Suffolk,11706,,,7F2P2,Battery,"Sunrun, Inc.",NM,5,POINT (-73.2512226 40.7265495)
12/31/2023,CH-13869,11/19/2021,Central Hudson,Lk Hill,Ulster,12448,Kingston,Woodstock,3012,Battery,"Sunrun Installation Services, Inc.",NM,5,POINT (-74.196519453 42.071391562)
12/31/2023,PAM-2022-194443,09/27/2022,PSEGLI,OAKDALE,Suffolk,11769,,,7XM997,Battery,Surf Clean Energy Inc.,NM,6.7,POINT (-73.13622 40.74318)
12/31/2023,SDG-25597,10/06/2020,Con Ed,Mohegan Lake,Westchester,10547,CENY-W,Buchanan,14U2,Battery,Tesla,NM,10,POINT (-73.857115 41.31801)
12/31/2023,DGINT-11660,06/27/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-1-13,Battery,Sunrun Inc,NM,12.1,POINT (-74.358345 41.25477)
12/31/2023,LDG-01393,12/22/2020,Con Ed,White Plains,Westchester,10601,CENY-W,White_Plains,8W73,Battery,Stem Inc.,,144,POINT (-73.766102 41.0311413)
12/31/2023,353383,04/29/2021,National Grid,GANSEVOORT,Saratoga,12831,038 - Glens Falls,BUTLER 362,36_38_36253,Battery,Maura HEWISON (KASSELMAN SOLAR),NM,7.6,POINT (-73.76468 43.134105)
12/31/2023,PAM-2021-152596,10/03/2022,PSEGLI,HAUPPAUGE,Suffolk,11787,,,7ZM834,Battery,"Sunrun, Inc.",NM,5,POINT (-73.199 40.854405)
12/31/2023,PAM-2022-254646,04/07/2023,PSEGLI,MEDFORD,Suffolk,11763,,,8GX8H7,Battery,"EmPower CES, LLC",NM,10,POINT (-73.001045 40.815645)
12/31/2023,17399,11/12/2021,NYSEG,New Lebanon,Columbia,12125,Mechanicville,NYS-WESTMASS-TERRACE DR 956,1209556,Battery,"Vivint Solar, A Sunrun Company",NM,15,POINT (-73.3788967 42.4758714)
12/31/2023,DGINT-13969,12/26/2023,O&R,GOSHEN,Orange,10924,Central,Chester,63-4-13,Battery,Sunrun Inc,NM,9.8,POINT (-74.323395 41.404175)
12/31/2023,PAM-2019-63788,11/01/2019,PSEGLI,Port Washington,Nassau,11050,,,3H157,Battery,EmPower  Solar,NM,10,POINT (-73.690145 40.828695)
12/31/2023,DGINT-13234,11/07/2023,O&R,FLORIDA,Orange,10921,Central,Chester,63-8-13,Battery,Sunrun Inc,NM,6,POINT (-74.357285 41.333585)
12/31/2023,171596,08/14/2018,National Grid,EAGLE BAY,Herkimer,13331,017 - Utica,EAGLE BAY 382,36_17_38272,Battery,Sara Hildebrand (Solar City),NM,10,POINT (-74.8573089 43.8148028)
12/31/2023,CH-15392,11/04/2022,Central Hudson,Lake Katrine,Ulster,12449,Kingston,Lincoln Park,2011,Battery,Infinity Solar Systems,NM,5.12,POINT (-73.992 41.9864521)
12/31/2023,PAM-2021-168588,02/03/2022,PSEGLI,PLAINVIEW,Nassau,11803,,,5X267,Battery,"Tesla, Inc.",NM,10,POINT (-73.471725 40.77726)
12/31/2023,CH-14915,04/06/2022,Central Hudson,Red Hook,Dutchess,12571,Poughkeepsie,Milan,7061,Battery,SunCommon,NM,5,POINT (-73.879425 41.993645)
12/31/2023,CH-17352,08/08/2023,Central Hudson,Highland,Ulster,12528,Newburgh,Highland,5082,Battery,SunCommon,NM,10,POINT (-73.9668305 41.7192541)
12/31/2023,PAM-2019-77654,08/28/2020,PSEGLI,Port Jefferson Station,Suffolk,11776,,,8QR894,Battery,Long Island Power Solutions,NM,5,POINT (-73.049045 40.92674)
12/31/2023,PAM-2021-152078,12/15/2021,PSEGLI,SYOSSET,Nassau,11791,,,5B219,Battery,"Sunrun, Inc.",NM,5,POINT (-73.499645 40.823605)
12/31/2023,,04/30/2020,NYSEG,,Saratoga,12020,,,,Battery,,Wholesale,20000,POINT (-73.851605 43.006105)
12/31/2023,DGINT-06727,03/08/2018,O&R,HIGHLAND MILLS,Orange,10930,Central,Harriman,71-3-13,Battery,SolarCity,NM,5,POINT (-74.1278091 41.3517762)
12/31/2023,PAM-2023-350671,12/11/2023,PSEGLI,FLORAL PARK,Nassau,11001,,,3J199,Battery,"EmPower CES, LLC",NM,10,POINT (-73.701175 40.723375)
12/31/2023,PAM-2021-168715,02/09/2022,PSEGLI,MELVILLE,Suffolk,11747,,,6K448,Battery,"Tesla, Inc.",NM,5,POINT (-73.40535 40.806545)
12/31/2023,PAM-2021-146625,02/01/2022,PSEGLI,MASSAPEQUA,Nassau,11758,,,5U8K6,Battery,"Tesla, Inc.",NM,15,POINT (-73.474285 40.680415)
12/31/2023,PAM-2020-83214,03/12/2021,PSEGLI,Smithtown,Suffolk,11787,,,6S1L6,Battery,Long Island Power Solutions,NM,3.84,POINT (-73.199 40.854405)
12/31/2023,435337,02/14/2023,National Grid,WESTPORT,Essex,12993,041-Ticonderoga,PORT HENRY 385,36_41_38551,Battery,Justine Dobert (Apex Solar),NM,15,POINT (-73.4377715 44.1859748)
12/31/2023,CH-11591,07/15/2019,Central Hudson,Newburgh,Orange,12550,Newburgh,East Walden,5041,Battery,Tesla Energy Operations,NM,5,POINT (-74.014375 41.49861)
12/31/2023,PAM-2022-214979,01/18/2023,PSEGLI,BELLPORT,Suffolk,11713,,,8HX4P5,Battery,"Tesla, Inc.",NM,5,POINT (-72.947475 40.77691)
12/31/2023,SDG-02681,12/08/2017,Con Ed,Ossining,Westchester,10562,CENY-W,Ossining_West,6W70,Battery,SolarCity,,20,POINT (-73.861495 41.159875)
12/31/2023,PAM-2020-78355,03/11/2020,PSEGLI,Hempstead,Nassau,11550,,,4K017,Battery,Sunrun_ Inc.,NM,5,POINT (-73.623055 40.710965)
12/31/2023,CH-13161,03/26/2021,Central Hudson,Woodstock,Ulster,12498,Kingston,Woodstock,3012,Battery,SunCommon,NM,5,POINT (-74.114926 42.039343)
12/31/2023,16310,09/23/2020,NYSEG,Pine City,Chemung,14871,Elmira,NYS-BULKHEAD 321,5201021,Battery,ETM Solar Works,NM,5.8,POINT (-76.8263099 42.0534293)
12/31/2023,PAM-2021-87378,05/21/2021,PSEGLI,NY,Nassau,11753,,,5B211,Battery,long island power,NM,6.7,POINT (-73.5354502 40.7839742)
12/31/2023,PAM-2023-326353,11/27/2023,PSEGLI,WOODMERE,Nassau,11598,,,2BB561,Battery,"Tesla, Inc.",NM,10,POINT (-73.7147807 40.6333146)
12/31/2023,PAM-2021-150762,02/07/2023,PSEGLI,PLAINVIEW,Nassau,11803,,,5SK062,Battery,"EmPower CES, LLC",NM,10,POINT (-73.471725 40.77726)
12/31/2023,PAM-2021-170204,11/29/2022,PSEGLI,NEW HYDE PK,Nassau,11040,,,3AG066,Battery,"Tesla, Inc.",NM,5,POINT (-73.665365 40.74155)
12/31/2023,21194,05/16/2023,NYSEG,Clifton Park,Saratoga,12065,Mechanicville,NYS-RAYLINSKI TAP 606,1205901,Battery,Solar City Corp DBA Tesla,NM,5,POINT (-73.743245 42.838995)
12/31/2023,SDG-18400,02/28/2020,Con Ed,Montrose,Westchester,10548,CENY-W,Buchanan,SD38,Battery,Tesla,NM,10,POINT (-73.9364665 41.2479195)
12/31/2023,PAM-2019-74413,04/18/2023,PSEGLI,Rockaway Beach,Queens,11693,,,2G416,Battery,UGE USA,NM,6.8,POINT (-73.81425 40.58695)
12/31/2023,DGINT-09966,01/19/2021,O&R,NEW CITY,Rockland,10956,East,New Hempstead,45-8-13,Battery,Sunrun Inc,NM,10,POINT (-73.989275 41.142165)
12/31/2023,460000,01/31/2023,National Grid,COEYMANS HOLLOW,Albany,12046,030-Albany,SELKIRK 149,36_30_14951,Battery,Justin Bonds (Tesla Energy Operation Inc),NM,7.6,POINT (-73.9211749 42.4740161)
12/31/2023,21599,07/07/2023,NYSEG,MONGAUP VALLEY,Sullivan,12762,Liberty,NYS-WHITE LAKE 151,2403251,Battery,Infinity Solar Systems,NM,5.76,POINT (-74.791395 41.67193)
12/31/2023,PAM-2022-238949,02/14/2023,PSEGLI,E ROCKAWAY,Nassau,11518,,,2WB594,Battery,"EmPower CES, LLC",NM,5,POINT (-73.66622 40.640615)
12/31/2023,CH-16260,01/27/2023,Central Hudson,Clinton Cors,Dutchess,12514,Poughkeepsie,Hibernia,7013,Battery,"Kasselman Solar, LLC",NM,3.84,POINT (-73.7645321 41.8282042)
12/31/2023,PAM-2022-219299,11/16/2022,PSEGLI,SELDEN,Suffolk,11784,,,8E828,Battery,"Tesla, Inc.",NM,5,POINT (-73.0520165 40.8611746)
12/31/2023,CH-12635,11/17/2021,Central Hudson,Newburgh,Orange,12550,Newburgh,Coldenham,4023,Battery,"Sunrun Installation Services, Inc.",NM,5,POINT (-74.014375 41.49861)
12/31/2023,PAM-2021-157881,03/08/2022,PSEGLI,CENTERPORT,Suffolk,11721,,,6UL857,Battery,"Tesla, Inc.",NM,5,POINT (-73.380275 40.89009)
12/31/2023,CDG-00393,04/04/2022,O&R,Goshen,Orange,10924,Central,SOUTH GOSHEN,89-3-13,Battery,"Community Energy Solar, LLC",CDG,5000,POINT (-74.323395 41.404175)
12/31/2023,PAM-2021-96110,07/19/2021,PSEGLI,MELVILLE,Suffolk,11747,,,6K9P4,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.40535 40.806545)
12/31/2023,DGINT-10099,03/29/2021,O&R,VALLEY COTTAGE,Rockland,10989,East,Congers,22-5-13,Battery,Sunrun Inc,NM,7.7,POINT (-73.9454938 41.1185328)
12/31/2023,PAM-2022-292847,08/25/2023,PSEGLI,HICKSVILLE,Nassau,11801,,,5M106,Battery,Surf Clean Energy Inc.,NM,4.5,POINT (-73.52431 40.76632)
12/31/2023,105515,06/22/2018,National Grid,CICERO,Onondaga,13039,011 - Syracuse,PINE GROVE 59,36_11_5957,Battery,Kristin Caltabiano (Bloom Energy),,300.5,POINT (-76.08996 43.176765)
12/31/2023,DGINT-12035,09/27/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-3-13,Battery,Sunrun Inc,NM,17.6,POINT (-74.358345 41.25477)
12/31/2023,358436,07/01/2021,National Grid,STUYVESANT,Columbia,12173,033 - Hudson,STUVESANT 35,36_33_03552,Battery,Suncommon RBK - Residential (SunCommon),NM,5,POINT (-73.78091 42.39024)
12/31/2023,PAM-2022-264616,08/24/2023,PSEGLI,ST JAMES,Suffolk,11780,,,6D635,Battery,Long Island Power Solutions,NM,6.7,POINT (-73.154595 40.881155)
12/31/2023,17102,01/04/2021,RGE,Martville,Cayuga,13111,Sodus,0198LS5115-Corner RTE 104 & 38,0198LS5115,Battery,SED dba GreenSpark Solar,NM,7.6,POINT (-76.630744 43.277376)
12/31/2023,PAM-2019-77019,03/20/2020,PSEGLI,Glen Cove,Nassau,11542,,,4GH853,Battery,Sunrun_ Inc.,NM,5,POINT (-73.6289601 40.8638193)
12/31/2023,CH-18297,10/05/2023,Central Hudson,Pine Plains,Dutchess,12567,Poughkeepsie,Pulvers Corners,7091,Battery,SunCommon,NM,10,POINT (-73.65853 41.975035)
12/31/2023,SDG-45287,08/12/2022,Con Ed,Chappaqua,Westchester,10514,CENY-W,Millwood_West,85U3,Battery,Tesla,NM,10,POINT (-73.7697493 41.1567477)
12/31/2023,SDG-54319,05/31/2023,Con Ed,Rye,Westchester,10580,CENY-W,Harrison,74U4,Battery,Tesla,NM,10,POINT (-73.68319 40.983145)
12/31/2023,365740,07/14/2021,National Grid,FRANKLINVILLE,Cattaraugus,14737,010 - Olean,FRANKLINVILLE 24,36_10_2462,Battery,Kyle Wojewoda (Buffalo Solar Solutions),NM,7.6,POINT (-78.45721 42.33914)
12/31/2023,SDG-61194,10/31/2023,Con Ed,Elmsford,Westchester,10523,CENY-W,Elmsford_No.2,12W83,Battery,Sunrun Inc,NM,5,POINT (-73.817175 41.05446)
12/31/2023,382205,12/29/2021,National Grid,LOCKPORT,Niagara,14094,003 - Niagara Falls,SHAWNEE 76,36_03_7652,Battery,Solar PM (CIR Electrical Construction Corp),NM,15.2,POINT (-78.69168 43.16942)
12/31/2023,19254,08/26/2022,NYSEG,Bradford,Steuben,14815,Elmira,NYS-NORTH URBANA 535,5206335,Battery,Solar City Corp DBA Tesla,NM,5.8,POINT (-77.0924035 42.3864232)
12/31/2023,CH-15808,09/09/2022,Central Hudson,Glenford,Ulster,12433,Kingston,Woodstock,3013,Battery,"Tesla Energy Operations, Inc",NM,7.6,POINT (-74.1433754 42.0045869)
12/31/2023,PAM-2021-95996,04/19/2021,PSEGLI,SMITHTOWN,Suffolk,11787,,,6D637,Battery,"Tesla, Inc.",NM,5,POINT (-73.199 40.854405)
12/31/2023,18849,07/12/2022,NYSEG,CARMEL,Putnam,10512,Brewster,NYS-CRAFTS 423,1105723,Battery,"Sunrun Installation Services, Inc.",NM,11.6,POINT (-73.6569491 41.458999)
12/31/2023,CH-11293,05/09/2019,Central Hudson,Newburgh,Orange,12550,Newburgh,Coldenham,4023,Battery,New York State Solar Farm,NM,15,POINT (-74.014375 41.49861)
12/31/2023,13976,10/24/2018,NYSEG,PLYMOUTH,Chenango,13832,Oneonta,NYS-EAST NORWICH 515,2305515,Battery,ETM Solar Works,NM,4.8,POINT (-75.7302451 42.6867323)
12/31/2023,SDG-42675,01/17/2023,Con Ed,Mamaroneck,Westchester,10543,CENY-W,Harrison,17W41,Battery,Trinity Solar,NM,5,POINT (-73.735835 40.95334)
12/31/2023,SDG-39267,03/14/2023,Con Ed,Eastchester,Westchester,10709,CENY-W,Rockview,Tuckahoe - 1,Battery,Sunrun Inc,NM,5,POINT (-73.8122831 40.9528221)
12/31/2023,165805,04/03/2018,National Grid,GLOVERSVILLE,Fulton,12078,035 - Gloversville,GLOVERSVILLE 72,36_35_07201,Battery,Kevin Paras (Solar City),NM,5,POINT (-74.3424296 43.0529373)
12/31/2023,SDG-32357,02/11/2022,Con Ed,Rye,Westchester,10580,CENY-W,Harrison,74U3,Battery,Tesla,NM,10,POINT (-73.68319 40.983145)
12/31/2023,258312,05/04/2020,National Grid,TIVOLI,Dutchess,12583,033 - Hudson,BLUE STORES 303,36_33_30351,Battery,Lea Springstead (SunCommon),NM,5,POINT (-73.9132447 42.0632397)
12/31/2023,CH-06245,07/19/2017,Central Hudson,Newburgh,Orange,12550,Newburgh,Union Ave,4051,Battery,SolarCity,NM,6,POINT (-74.014375 41.49861)
12/31/2023,PAM-2019-76000,06/30/2020,PSEGLI,East Meadow,Nassau,11554,,,5RK266,Battery,TESLA,NM,5,POINT (-73.54813 40.72094)
12/31/2023,PAM-2022-255733,08/28/2023,PSEGLI,ST JAMES,Suffolk,11780,,,6KL7L2,Battery,"EmPower CES, LLC",NM,10,POINT (-73.154595 40.881155)
12/31/2023,PAM-2021-129731,07/15/2022,PSEGLI,BELLMORE,Nassau,11710,,,5R392,Battery,"Sunrun, Inc.",NM,5,POINT (-73.5287341 40.6657421)
12/31/2023,SDG-51606,01/20/2023,Con Ed,Chappaqua,Westchester,10514,CENY-W,Granite_Hill,15W01,Battery,Tesla,NM,10,POINT (-73.7697493 41.1567477)
12/31/2023,PAM-2021-145403,06/06/2022,PSEGLI,E HAMPTON,Suffolk,11937,,,9E992,Battery,"Sunrun, Inc.",NM,10,POINT (-72.1866703 40.9679047)
12/31/2023,PAM-2018-52532,05/30/2018,PSEGLI,Lindenhurst,Suffolk,11757,,,7Z623,Battery,Solar City,NM,6,POINT (-73.36364 40.68316)
12/31/2023,DGINT-13647,10/31/2023,O&R,WARWICK,Orange,10990,Central,Wisner,80-1-13,Battery,Sunrun Inc,NM,6,POINT (-74.358345 41.25477)
12/31/2023,PAM-2022-220839,02/14/2023,PSEGLI,MEDFORD,Suffolk,11763,,,8GX8H6,Battery,Surf Clean Energy Inc.,NM,4.5,POINT (-73.001045 40.815645)
