Data Through Date,Project ID,Interconnection Date,Utility,City/Town,County,ZIP Code,Division,Substation,Circuit ID,Storage Type,Developer,Metering Method,Energy Storage System Size (kWac),Georeference
12/31/2023,PAM-2021-87243,11/10/2021,PSEGLI,Smithtown,Suffolk,11787,,,6HL815,Battery,Premier solar NY,NM,9,POINT (-73.199 40.854405)
12/31/2023,SDG-45585,12/21/2022,Con Ed,Peekskill,Westchester,10566,CENY-W,Buchanan,13W82,Battery,Sunrun Inc,NM,6,POINT (-73.91912 41.29055)
12/31/2023,SDG-04661,12/12/2017,Con Ed,Ossining,Westchester,10562,CENY-W,Millwood_West,SD37,Battery,SolarCity,,10,POINT (-73.861495 41.159875)
12/31/2023,PAM-2022-194572,12/20/2022,PSEGLI,HUNT STA,Suffolk,11746,,,6UL4K3,Battery,"Tesla, Inc.",NM,5,POINT (-73.410015 40.8429)
12/31/2023,PAM-2022-231784,02/17/2023,PSEGLI,WEST ISLIP,Suffolk,11795,,,7WM774,Battery,"EmPower CES, LLC",NM,10,POINT (-73.300175 40.72377)
12/31/2023,PAM-2020-82857,12/04/2020,PSEGLI,Jericho,Nassau,11753,,,5B211,Battery,EmPower  Solar,NM,10,POINT (-73.5354502 40.7839742)
12/31/2023,PAM-2021-168614,01/19/2022,PSEGLI,LAKE GROVE,Suffolk,11755,,,6L4H8,Battery,"Tesla, Inc.",NM,10,POINT (-73.117305 40.84379)
12/31/2023,424983,08/17/2022,National Grid,SHARON SPRINGS,Schoharie,13459,037-Cobleskill,SHARON 363,36_37_36351,Battery,Kelli Wilson (Buffalo Solar Solutions),NM,14.98,POINT (-74.61747 42.7916711)
12/31/2023,PAM-2022-214406,10/14/2022,PSEGLI,MERRICK,Nassau,11566,,,5R392,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.554115 40.659915)
12/31/2023,SDG-30704,07/23/2021,Con Ed,Cortlandt Manor,Westchester,10567,CENY-W,Buchanan,89U1,Battery,Sunrun Inc,NM,6,POINT (-73.8851763 41.2956208)
12/31/2023,DGINT-06750,04/11/2018,O&R,MONROE,Orange,10950,Central,Monroe,61-6-13,Battery,SolarCity,NM,5,POINT (-74.188885 41.33131)
12/31/2023,PAM-2023-366114,09/19/2023,PSEGLI,LONG BCH,Nassau,11561,,,2M552,Battery,"Sunrun, Inc.",NM,5,POINT (-73.65149 40.58875)
12/31/2023,PAM-2020-83343,02/05/2021,PSEGLI,Valley Stream,Nassau,11580,,,2RB511,Battery,Sunrun_ Inc.,NM,5,POINT (-73.70947 40.670895)
12/31/2023,CH-15434,08/12/2022,Central Hudson,New Paltz,Ulster,12561,Newburgh,Ohioville,5023,Battery,Lighthouse Solar,NM,7.68,POINT (-74.08094 41.748125)
12/31/2023,PAM-2021-134146,12/01/2021,PSEGLI,OCEANSIDE,Nassau,11572,,,4M164,Battery,"Sunrun, Inc.",NM,5,POINT (-73.63933 40.640335)
12/31/2023,PAM-2019-75959,01/08/2020,PSEGLI,Cutchogue,Suffolk,11935,,,8B952,Battery,TESLA,NM,10,POINT (-72.487955 41.00805)
12/31/2023,PAM-2021-86114,07/09/2021,PSEGLI,Massapequa Park,Nassau,11762,,,7J858,Battery,TESLA,NM,10,POINT (-73.454175 40.678265)
12/31/2023,16405,08/28/2020,NYSEG,BUFFALO,Erie,14221,Lancaster,NYS-ROLL RD 512,3105201,Battery,Solar Liberty Energy Systems LLC,NM,5.8,POINT (-78.7376476 42.9681916)
12/31/2023,CH-10185,07/17/2018,Central Hudson,Beacon,Dutchess,12508,Fishkill,Tioronda,8087,Battery,SolarCity DBA Tesla,NM,5,POINT (-73.97211 41.50452)
12/31/2023,PAM-2021-89269,04/26/2021,PSEGLI,Wyandanch,Suffolk,11798,,,7T904,Battery,sunrun,NM,5,POINT (-73.364285 40.75252)
12/31/2023,PAM-2019-75355,03/26/2020,PSEGLI,Great Neck,Nassau,11020,,,3AG065,Battery,TESLA,NM,10,POINT (-73.7223476 40.7726285)
12/31/2023,DGINT-09332,09/08/2020,O&R,CONGERS,Rockland,10920,East,Congers,22-2-13,Battery,SolarCity,NM,10,POINT (-73.94383 41.154255)
12/31/2023,PAM-2022-267446,07/21/2023,PSEGLI,HOLTSVILLE,Suffolk,11742,,,8G935,Battery,"Tesla, Inc.",NM,5,POINT (-73.0424152 40.8128369)
12/31/2023,SDG-50339,04/12/2023,Con Ed,PURCHASE,Westchester,10577,CENY-W,Harrison,18U1,Battery,"SunPower Capital, LLC",NM,6,POINT (-73.7143347 41.0382066)
12/31/2023,17404,03/24/2021,NYSEG,North Salem,Westchester,10560,Brewster,NYS-CROTON FALLS 515,1105004,Battery,Solar City Corp DBA Tesla,NM,11.6,POINT (-73.577668 41.357391)
12/31/2023,DGINT-09034,12/09/2019,O&R,PIERMONT,Rockland,10968,East,Sparkill,50-1-13,Battery,Sunrun Inc,NM,5,POINT (-73.91554 41.04125)
12/31/2023,DGINT-11400,08/31/2022,O&R,Valley Cottage,Rockland,10989,East,Congers,22-5-13,Battery,SolarCity,NM,7.6,POINT (-73.9454938 41.1185328)
12/31/2023,436213,06/24/2022,National Grid,CLAVERACK,Columbia,12513,033-Hudson,HUDSON 87,36_33_08751,Battery,Robert Baerga (Hudson River Solar),NM,9,POINT (-73.7158709 42.2239411)
12/31/2023,PAM-2021-146714,04/13/2022,PSEGLI,BAY SHORE,Suffolk,11706,,,7F779,Battery,"Sunrun, Inc.",NM,5,POINT (-73.2512226 40.7265495)
12/31/2023,SDG-30365,02/08/2022,Con Ed,Cortlandt Manor,Westchester,10567,CENY-W,Buchanan,13W78,Battery,SolarCity,NM,10,POINT (-73.8851763 41.2956208)
12/31/2023,19082,09/29/2022,NYSEG,MAHOPAC,Putnam,10541,Brewster,NYS-CARMEL 502,1109706,Battery,Hudson River Renewables LLC,NM,18,POINT (-73.730105 41.373925)
12/31/2023,PAM-2020-82308,11/19/2020,PSEGLI,E NORTHPORT,Suffolk,11731,,,6RL956,Battery,Sunation Solar Systems,NM,5,POINT (-73.325935 40.879025)
12/31/2023,PAM-2022-222814,10/31/2022,PSEGLI,OAK BEACH,Suffolk,11702,,,7U460,Battery,NY State Solar LLC,NM,6.8,POINT (-73.323955 40.7011)
12/31/2023,PAM-2017-42943,11/01/2017,PSEGLI,Centereach,Suffolk,11720,,,8E826,Battery,Solar City,NM,3.3,POINT (-73.089045 40.858275)
12/31/2023,17729,11/16/2021,NYSEG,Highland Lake,Sullivan,12743,Liberty,NYS-YULAN 204,2403404,Battery,SunCommon,NM,5.8,POINT (-74.8501123 41.5220179)
12/31/2023,DGINT-11024,05/18/2022,O&R,STONY POINT,Rockland,10980,East,Stony Point,23-6-13,Battery,Sunrun Inc,NM,6,POINT (-73.9897 41.22346)
12/31/2023,20495,11/14/2023,NYSEG,ITHACA,Tompkins,14850,Ithaca,NYS-DANBY RD 571,4303001,Battery,My Solar Grid,NM,10,POINT (-76.5001 42.444575)
12/31/2023,PAM-2022-189415,08/03/2022,PSEGLI,NORTHPORT,Suffolk,11768,,,6RL768,Battery,"Tesla, Inc.",NM,5,POINT (-73.341495 40.898795)
12/31/2023,PAM-2022-177971,02/14/2022,PSEGLI,FARMINGDALE,Nassau,11735,,,6BL128,Battery,"Tesla, Inc.",NM,10,POINT (-73.424565 40.71553)
12/31/2023,PAM-2020-85458,06/08/2021,PSEGLI,Glen Head,Nassau,11545,,,4RH318,Battery,TESLA,NM,10,POINT (-73.62841 40.834085)
12/31/2023,PAM-2022-208761,09/28/2022,PSEGLI,MANORVILLE,Suffolk,11949,,,8T2P6,Battery,"EmPower CES, LLC",NM,5,POINT (-72.7985668 40.864114)
12/31/2023,CH-13163,07/08/2021,Central Hudson,Garrison,Putnam,10524,Fishkill,Tioronda,8086,Battery,Tesla,NM,15,POINT (-73.940445 41.38025)
12/31/2023,PAM-2022-264719,01/06/2023,PSEGLI,DEER PARK,Suffolk,11729,,,7EM818,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.325925 40.75955)
12/31/2023,17298,06/07/2021,NYSEG,Petersburg,Rensselaer,12138,Mechanicville,NYS-STEPHENTOWN 622,1203207,Battery,Hudson River Renewables LLC,NM,8,POINT (-73.3437274 42.7498627)
12/31/2023,406185,08/08/2022,National Grid,LOUDONVILLE,Albany,12211,030-Albany,WOLF RD 344,36_30_34453,Battery,Julie Montenegro (American Energy Care / AEC Solar,NM,4.466,POINT (-73.78267 42.719835)
12/31/2023,CH-11951,12/18/2019,Central Hudson,Prattsville,Greene,12468,Catskill,Vinegar Hill,2389,Battery,Suncommon,NM,5,POINT (-74.4356878 42.3197963)
12/31/2023,PAM-2021-86396,06/28/2021,PSEGLI,New Hyde Park,Nassau,11040,,,3KG302,Battery,EmPower  Solar,NM,5,POINT (-73.665365 40.74155)
12/31/2023,PAM-2022-239734,03/29/2023,PSEGLI,SAG HARBOR,Suffolk,11963,,,9R626,Battery,GreenLogic LLC,NM,5,POINT (-72.293455 40.99582)
12/31/2023,SDG-14036,03/27/2019,Con Ed,Peekskill,Westchester,10566,CENY-W,Buchanan,64U2,Battery,SolarCity,NM,5,POINT (-73.91912 41.29055)
12/31/2023,CH-18399,12/04/2023,Central Hudson,Port Ewen,Ulster,12466,Kingston,Boulevard,1012,Battery,SunRun Installations INC,NM,10,POINT (-73.977862 41.9071706)
12/31/2023,PAM-2023-348107,09/25/2023,PSEGLI,BALDWIN,Nassau,11510,,,4.00E+289,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.610365 40.65627)
12/31/2023,PAM-2019-76994,08/31/2020,PSEGLI,Valley Stream,Nassau,11581,,,2RB516,Battery,SAI GROUP,NM,210,POINT (-73.7031609 40.6537582)
12/31/2023,PAM-2022-220887,08/10/2022,PSEGLI,OCEANSIDE,Nassau,11572,,,4M9H6,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.63933 40.640335)
12/31/2023,PAM-2022-280009,05/26/2023,PSEGLI,BAY SHORE,Suffolk,11706,,,7F779,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.2512226 40.7265495)
12/31/2023,DGINT-12544,02/20/2023,O&R,FLORIDA,Orange,10921,Central,Chester,63-8-13,Battery,Sunrun Inc,NM,6,POINT (-74.357285 41.333585)
12/31/2023,SDG-44298,03/27/2023,Con Ed,Scarsdale,Westchester,10583,CENY-W,White_Plains,84U3,Battery,Trinity Solar,NM,5,POINT (-73.80484 40.98258)
12/31/2023,PAM-2021-110469,08/17/2021,PSEGLI,WANTAGH,Nassau,11793,,,5RK265,Battery,"Sunrun, Inc.",NM,10,POINT (-73.50743 40.6701)
12/31/2023,540141,10/26/2023,National Grid,TUPPER LAKE,Franklin,12986,024-Saranac Lake,GILPIN BAY 956,36_24_95661,Battery,Scott Shipley (Northern Lights Energy),NM,7.6,POINT (-74.461775 44.223965)
12/31/2023,PAM-2020-85786,03/30/2021,PSEGLI,Elmont,Nassau,11003,,,2AB517,Battery,Sunrun_ Inc.,NM,5,POINT (-73.692545 40.70464)
12/31/2023,18686,04/07/2022,NYSEG,CLIFTON PARK,Saratoga,12065,Mechanicville,NYS-MULBERRY 602,1206002,Battery,Solar City Corp DBA Tesla,NM,5.8,POINT (-73.743245 42.838995)
12/31/2023,18172,10/21/2021,NYSEG,ORCHARD PARK,Erie,14127,Lancaster,NYS-DAVIS 531,3103004,Battery,Buffalo Solar Solutions,NM,11.4,POINT (-78.748205 42.766185)
12/31/2023,PAM-2022-191332,04/11/2022,PSEGLI,WANTAGH,Nassau,11793,,,5RK262,Battery,GreenLogic LLC,NM,5,POINT (-73.50743 40.6701)
12/31/2023,SDG-28463,03/24/2021,Con Ed,Briarcliff Manor,Westchester,10510,CENY-W,Pleasantville,Long Hill Road - 2,Battery,New York Power Solutions,NM,6.7,POINT (-73.832785 41.155235)
12/31/2023,PAM-2023-307217,12/15/2023,PSEGLI,ISLIP,Suffolk,11751,,,7MM845,Battery,"Tesla, Inc.",NM,5,POINT (-73.2099 40.73641)
12/31/2023,19245,06/27/2022,NYSEG,Hurleyville,Sullivan,12747,Liberty,NYS-NEVERSINK 080,2402480,Battery,"Sunrun Installation Services, Inc.",NM,5.8,POINT (-74.67349 41.73861)
12/31/2023,PAM-2020-81362,01/20/2021,PSEGLI,Huntington Station,Suffolk,11746,,,6Q665,Battery,TESLA,NM,10,POINT (-73.410015 40.8429)
12/31/2023,PAM-2020-79600,12/31/2020,PSEGLI,New Hyde Park,Nassau,11040,,,3LG419,Battery,TESLA,NM,15,POINT (-73.665365 40.74155)
12/31/2023,CH-15809,12/22/2022,Central Hudson,Cornwall,Orange,12518,Newburgh,Union Ave,4041,Battery,"Tesla Energy Operations, Inc",NM,12.6,POINT (-74.0363544 41.4371217)
12/31/2023,PAM-2021-95724,06/09/2021,PSEGLI,E ISLIP,Suffolk,11730,,,7XM999,Battery,"EmPower CES, LLC",NM,5,POINT (-73.19149 40.73475)
12/31/2023,465213,03/09/2023,National Grid,EAST GREENBUSH,Rensselaer,12061,030-Albany,Schodack,36_30_45153,Battery,Justin Bonds (Tesla Energy Operation Inc),NM,15.2,POINT (-73.701785 42.592955)
12/31/2023,DGINT-11566,03/18/2022,O&R,MONROE,Orange,10950,Central,Monroe,61-1-13,Battery,SolarCity,NM,11.4,POINT (-74.188885 41.33131)
12/31/2023,365676,07/27/2021,National Grid,GREAT VALLEY,Cattaraugus,14741,010 - Olean,VALLEY 44,36_10_4457,Battery,Kyle Wojewoda (Buffalo Solar Solutions),NM,7.6,POINT (-78.6370519 42.2207362)
12/31/2023,PAM-2021-168787,10/03/2022,PSEGLI,NEW HYDE PK,Nassau,11040,,,3AG066,Battery,"Tesla, Inc.",NM,10,POINT (-73.665365 40.74155)
12/31/2023,SDG-34580,12/09/2021,Con Ed,Hartsdale,Westchester,10530,CENY-W,Elmsford_No.2,106U2,Battery,Sunrun Inc,NM,3.8,POINT (-73.7949027 41.0235515)
12/31/2023,13982,11/08/2018,NYSEG,HILLSDALE,Columbia,12529,Mechanicville,NYS-CRARYVILLE 610,1204004,Battery,Kasselman Solar,NM,8.35,POINT (-73.5262521 42.1759068)
12/31/2023,483173,07/20/2023,National Grid,CLIFTON PARK,Saratoga,12065,032-Schenectady,GROOMS RD 345,36_32_34557,Battery,Mua Sio (Solar City DBA Tesla Energy),NM,15.2,POINT (-73.743245 42.838995)
12/31/2023,PAM-2019-62802,09/25/2019,PSEGLI,Syosset,Nassau,11791,,,5B214,Battery,TESLA,NM,15,POINT (-73.499645 40.823605)
12/31/2023,LDG-00192,05/02/2018,Con Ed,Port Chester,Westchester,10573,CENY-W,Harrison,FOXISL2,Battery,Core States Group,,36,POINT (-73.665175 41.00778)
12/31/2023,DGINT-10739,11/18/2021,O&R,WASHINGTONVILLE,Orange,10992,Central,Blooming Grove,76-1-13,Battery,Sunrun Inc,NM,3.7,POINT (-74.1548969 41.4296006)
12/31/2023,CH-13466,02/09/2022,Central Hudson,Tivoli,Dutchess,12583,Poughkeepsie,Milan,7062,Battery,Tesla,NM,15,POINT (-73.9132447 42.0632397)
12/31/2023,PAM-2020-83068,12/10/2020,PSEGLI,PLAINVIEW,Nassau,11803,,,5SK062,Battery,Sunation Solar Systems,NM,5,POINT (-73.471725 40.77726)
12/31/2023,16963,11/20/2020,NYSEG,Pine Valley,Chemung,14872,Elmira,NYS-RIDGE RD 306,5201606,Battery,Finger Lakes Power Systems,NM,7.6,POINT (-76.8466709 42.2262013)
12/31/2023,DGINT-13729,10/25/2023,O&R,NEW CITY,Rockland,10956,East,Congers,22-1-13,Battery,SolarCity,NM,19,POINT (-73.989275 41.142165)
12/31/2023,PAM-2022-185546,03/09/2023,PSEGLI,DIX HILLS,Suffolk,11746,,,7B2H3,Battery,"Tesla, Inc.",NM,10,POINT (-73.410015 40.8429)
12/31/2023,SDG-52115,06/30/2023,Con Ed,WHITE PLAINS,Westchester,10605,CENY-W,White_Plains,19U4,Battery,"SunPower Capital, LLC",NM,6,POINT (-73.763164 41.0205281)
12/31/2023,PAM-2023-332522,11/29/2023,PSEGLI,COMMACK,Suffolk,11725,,,6P5H1,Battery,"Tesla, Inc.",NM,10,POINT (-73.2965971 40.8393268)
12/31/2023,PAM-2021-100733,05/03/2022,PSEGLI,E MEADOW,Nassau,11554,,,5RK266,Battery,"Tesla, Inc.",NM,10,POINT (-73.54813 40.72094)
12/31/2023,PAM-2022-249523,01/18/2023,PSEGLI,SYOSSET,Nassau,11791,,,5B219,Battery,"Tesla, Inc.",NM,5,POINT (-73.499645 40.823605)
12/31/2023,PAM-2023-305293,04/07/2023,PSEGLI,CORAM,Suffolk,11727,,,8RR928,Battery,"Sunrun, Inc.",NM,5,POINT (-72.9914 40.899685)
12/31/2023,PAM-2020-84009,01/20/2021,PSEGLI,Merrick,Nassau,11566,,,5R392,Battery,EmPower  Solar,NM,10,POINT (-73.554115 40.659915)
12/31/2023,CH-17215,02/28/2023,Central Hudson,Wappingers Falls,Dutchess,12590,Fishkill,Fishkill Plains,8092,Battery,Tesla Energy Operations Inc.,NM,20,POINT (-73.915605 41.597195)
12/31/2023,PAM-2022-290106,06/30/2023,PSEGLI,SYOSSET,Nassau,11791,,,5B214,Battery,"Tesla, Inc.",NM,5,POINT (-73.499645 40.823605)
12/31/2023,SDG-38304,02/10/2022,Con Ed,Pleasantville,Westchester,10570,CENY-W,Pleasantville,25U3,Battery,SolarCity,NM,5,POINT (-73.787625 41.133515)
12/31/2023,CH-13756,07/12/2021,Central Hudson,Highland,Ulster,12528,Newburgh,Highland,5081,Battery,"Sunrun Installation Services, Inc.",NM,5,POINT (-73.9668305 41.7192541)
12/31/2023,PAM-2021-163744,11/07/2022,PSEGLI,SYOSSET,Nassau,11791,,,5K009,Battery,"Tesla, Inc.",NM,15,POINT (-73.499645 40.823605)
12/31/2023,PAM-2019-77820,03/22/2020,PSEGLI,STONY BROOK,Suffolk,11790,,,8MR907,Battery,Sunation Solar Systems,NM,10,POINT (-73.1330031 40.9265234)
12/31/2023,SDG-33327,08/15/2022,Con Ed,Brooklyn,Kings,11231,CENY-BK,Plymouth_St,1B96,Battery,"CertainSolar, Inc.",CDG,45,POINT (-74.001605 40.679545)
12/31/2023,PAM-2022-227702,02/13/2023,PSEGLI,HAMPT BAYS,Suffolk,11946,,,9J953,Battery,GreenLogic LLC,NM,13.6,POINT (-72.53217 40.87136)
12/31/2023,CH-16112,11/29/2022,Central Hudson,Garrison,Putnam,10524,Fishkill,Merritt Park,8066,Battery,SunPower Direct (NY),NM,12,POINT (-73.940445 41.38025)
12/31/2023,CH-14055,06/29/2022,Central Hudson,Catskill,Greene,12414,Catskill,North Catskill,2005,Battery,PlugPV LLC,NM,5,POINT (-73.8647561 42.2216903)
12/31/2023,PAM-2022-252687,04/19/2023,PSEGLI,E SETAUKET,Suffolk,11733,,,8W659,Battery,"Sunrun, Inc.",NM,5,POINT (-73.101375 40.94067)
12/31/2023,PAM-2021-101862,12/09/2021,PSEGLI,PECONIC,Suffolk,11958,,,8B952,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-72.4597851 41.0454199)
12/31/2023,21245,10/27/2023,NYSEG,Holmes,Dutchess,12531,Brewster,NYS-PAWLING 508,1106668,Battery,Solar City Corp DBA Tesla,NM,5,POINT (-73.6924642 41.520216)
12/31/2023,CH-12814,12/03/2020,Central Hudson,Lagrangevl,Dutchess,12540,Poughkeepsie,Todd Hill,6055,Battery,Suncommon,NM,5,POINT (-74.28543 41.4487)
12/31/2023,PAM-2019-76501,03/27/2020,PSEGLI,East Meadow,Nassau,11554,,,5M101,Battery,Green Logic,NM,5,POINT (-73.54813 40.72094)
12/31/2023,PAM-2021-116693,06/24/2021,PSEGLI,NORTHPORT,Suffolk,11768,,,6RL766,Battery,"Tesla, Inc.",NM,15,POINT (-73.341495 40.898795)
12/31/2023,PAM-2022-206806,01/06/2023,PSEGLI,PLAINVIEW,Nassau,11803,,,5SK060,Battery,"Sunrun, Inc.",NM,5,POINT (-73.471725 40.77726)
12/31/2023,DGINT-11820,07/05/2023,O&R,WURTSBORO,Sullivan,12790,West,Wurtsboro,17778,Battery,Sunrun Inc,NM,9.8,POINT (-74.5005 41.595875)
12/31/2023,PAM-2019-76169,03/04/2020,PSEGLI,Bayville,Nassau,11709,,,5H077,Battery,Centsiblehouse,NM,3,POINT (-73.5661786 40.906788)
12/31/2023,SDG-21540,09/12/2022,Con Ed,Bronx,Bronx,10465,CENY-BX,Parkchester_1,Sommer,Battery,"Solar Liberty Energy Systems, Inc.",NM,30,POINT (-73.822785 40.83094)
12/31/2023,204896,03/25/2022,National Grid,CHAUMONT,Jefferson,13622,013 - Watertown,LYME 733,36_13_73352,Battery,Mario Titolo (Convergent Energy & Power),CDG,5000,POINT (-76.1369077 44.0657259)
12/31/2023,PAM-2022-199554,03/15/2023,PSEGLI,WADING RIV,Suffolk,11792,,,8DR641,Battery,"EmPower CES, LLC",NM,10,POINT (-72.81421 40.96054)
12/31/2023,SDG-45284,08/09/2022,Con Ed,MOUNT KISCO,Westchester,10549,CENY-W,Millwood_West,7W42,Battery,Tesla,NM,10,POINT (-73.7266393 41.2068937)
12/31/2023,PAM-2021-142526,09/26/2022,PSEGLI,FIRE IS PNS,Suffolk,11782,,,7HM639,Battery,"EmPower CES, LLC",NM,10,POINT (-73.084305 40.740795)
12/31/2023,451363,05/31/2023,National Grid,ELIZAVILLE,Columbia,12523,033-Hudson,BLUE STORES 303,36_33_30351,Battery,Justin Bonds (Tesla Energy Operation Inc),NM,7.6,POINT (-73.79681 42.0593)
12/31/2023,PAM-2020-79849,09/22/2020,PSEGLI,Hampton Bays,Suffolk,11946,,,9C5K1,Battery,TESLA,NM,10,POINT (-72.53217 40.87136)
12/31/2023,PAM-2022-277544,01/26/2023,PSEGLI,SMITHTOWN,Suffolk,11787,,,6D636,Battery,"Tesla, Inc.",NM,5,POINT (-73.199 40.854405)
12/31/2023,PAM-2020-81140,10/20/2020,PSEGLI,Massapequa,Nassau,11758,,,5U8K7,Battery,TESLA,NM,5,POINT (-73.474285 40.680415)
12/31/2023,DGINT-12422,01/20/2023,O&R,WARWICK,Orange,10990,Central,Wisner,80-5-13,Battery,Sunrun Inc,NM,6,POINT (-74.358345 41.25477)
12/31/2023,PAM-2021-168190,05/06/2022,PSEGLI,PLAINVIEW,Nassau,11803,,,5L6H3,Battery,"Tesla, Inc.",NM,5,POINT (-73.471725 40.77726)
12/31/2023,PAM-2017-44490,12/01/2017,PSEGLI,South Farmingdale,Nassau,11735,,,7UM657,Battery,YSG Solar,NM,4,POINT (-73.447128616 40.718619594)
12/31/2023,DGINT-11000,03/10/2022,O&R,NEW CITY,Rockland,10956,East,Little Tor,16M3-11-13,Battery,Sunrun Inc,NM,13.4,POINT (-73.989275 41.142165)
12/31/2023,SDG-28545,06/02/2021,Con Ed,Scarsdale,Westchester,10583,CENY-W,Rockview,2W03,Battery,SolarCity,NM,10,POINT (-73.80484 40.98258)
12/31/2023,PAM-2021-153174,01/13/2022,PSEGLI,E MEADOW,Nassau,11554,,,5RK266,Battery,"EmPower CES, LLC",NM,5,POINT (-73.54813 40.72094)
12/31/2023,301175,10/07/2020,National Grid,GERMANTOWN,Columbia,12526,033 - Hudson,HUDSON 87,36_33_08753,Battery,"Jillian McHugh (Kasselman Solar, LLC)",NM,7.6,POINT (-73.88897 42.1333701)
12/31/2023,CH-14134,11/30/2021,Central Hudson,W Shokan,Ulster,12494,Kingston,Woodstock,3011,Battery,"SolarCity dba Tesla Energy Operations, Inc.",NM,5,POINT (-74.2822503 41.9680117)
12/31/2023,PAM-2020-84765,03/23/2021,PSEGLI,Roslyn,Nassau,11576,,,3D384,Battery,TESLA,NM,10,POINT (-73.66226 40.798505)
12/31/2023,SDG-50067,04/20/2023,Con Ed,PEEKSKILL,Westchester,10566,CENY-W,Buchanan,13W87,Battery,"SunPower Capital, LLC",NM,6,POINT (-73.91912 41.29055)
12/31/2023,PAM-2022-171113,05/11/2022,PSEGLI,SHIRLEY,Suffolk,11967,,,8WF1H2,Battery,"Tesla, Inc.",NM,5,POINT (-72.86778 40.801335)
12/31/2023,14412,04/02/2019,NYSEG,MOUNT KISCO,Westchester,10549,Brewster,NYS-BEDFORD HILLS 225,1105425,Battery,Solar City Corp DBA Tesla,NM,10,POINT (-73.7266393 41.2068937)
12/31/2023,SDG-45282,09/27/2022,Con Ed,Port Chester,Westchester,10573,CENY-W,Harrison,17W48,Battery,Tesla,NM,5,POINT (-73.665175 41.00778)
12/31/2023,PAM-2023-318908,04/11/2023,PSEGLI,WANTAGH,Nassau,11793,,,5G173,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.50743 40.6701)
12/31/2023,17136,01/04/2021,NYSEG,NORTH SALEM,Westchester,10560,Brewster,NYS-PEACH LAKE 250,1106750,Battery,NY State Solar Farm,NM,11.6,POINT (-73.577668 41.357391)
12/31/2023,478052,09/18/2023,National Grid,BALLSTON SPA,Saratoga,12020,039-Saratoga,BROOK RD 369,36_39_36952,Battery,Sara Hildebrand (Solar City),NM,5,POINT (-73.851605 43.006105)
12/31/2023,DGINT-06659,11/13/2017,O&R,BLAUVELT,Rockland,10913,East,Orangeburg (Glenshaw),54-2-13,Battery,SolarCity,NM,5,POINT (-73.9552 41.063065)
12/31/2023,PAM-2021-86675,03/30/2021,PSEGLI,Centereach,Suffolk,11720,,,8E825,Battery,Sunrun_ Inc.,NM,5,POINT (-73.089045 40.858275)
12/31/2023,PAM-2022-218791,01/24/2023,PSEGLI,WADING RIV,Suffolk,11792,,,8DR426,Battery,"Tesla, Inc.",NM,10,POINT (-72.81421 40.96054)
12/31/2023,CH-13325,03/22/2021,Central Hudson,Pine Plns,Dutchess,12567,Poughkeepsie,Pulvers Corners,7091,Battery,Lighthouse Solar,NM,11.52,POINT (-73.65853 41.975035)
12/31/2023,20682,03/01/2023,NYSEG,Oneonta,Otsego,13820,Oneonta,NYS-PIERCE AVE 032,2300332,Battery,Revolution Solar,NM,9,POINT (-75.061825 42.45785)
12/31/2023,CH-01767,04/11/2013,Central Hudson,Staatsburg,Dutchess,12580,Poughkeepsie,Staatsburg,7041,Battery,Hudson Solar,NM,9.6,POINT (-73.9245876 41.8467158)
12/31/2023,DGINT-10115,06/24/2021,O&R,CIRCLEVILLE,Orange,10919,West,Bullville,102-1-13,Battery,Sunrun Inc,NM,5,POINT (-74.3872874 41.5179751)
12/31/2023,LDG-00974,03/24/2020,Con Ed,Elmsford,Westchester,10523,CENY-W,Elmsford_No.2,12W38,Battery,Peak Power Energy,NM,250,POINT (-73.817175 41.05446)
12/31/2023,PAM-2020-83478,01/07/2021,PSEGLI,Levittown,Nassau,11756,,,5M108,Battery,Sunrun_ Inc.,NM,5,POINT (-73.51867 40.72191)
12/31/2023,SDG-27970,02/22/2022,Con Ed,Brooklyn,Kings,11224,CENY-BK,Bensonhurst_2,11B03,Battery,Accord Power Inc.,NM,9,POINT (-73.986365 40.57644)
12/31/2023,PAM-2022-171450,02/17/2022,PSEGLI,ROSLYN HGTS,Nassau,11577,,,4B5P9,Battery,Venture Solar,NM,10,POINT (-73.65014 40.785375)
12/31/2023,PAM-2022-220282,02/03/2023,PSEGLI,SMITHTOWN,Suffolk,11787,,,6D634,Battery,Long Island Power Solutions,NM,13.4,POINT (-73.199 40.854405)
12/31/2023,LDG-01646,11/01/2021,Con Ed,Jamaica,Queens,11433,CENY-Q,Jamaica,JA NWK,Battery,Bright Power,NM,250,POINT (-73.786045 40.697715)
12/31/2023,PAM-2020-82891,02/18/2021,PSEGLI,O BETHPAGE,Nassau,11804,,,5SK061,Battery,Long Island Power Solutions,NM,13.4,POINT (-73.45777 40.764335)
